2025-05-29 16:45:41,472 INFO    StreamThr :15620 [internal.py:wandb_internal():86] W&B internal server running at pid: 15620, started at: 2025-05-29 16:45:41.468964
2025-05-29 16:45:41,472 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status
2025-05-29 16:45:41,474 INFO    WriterThread:15620 [datastore.py:open_for_write():85] open: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\run-9w9ie7ax.wandb
2025-05-29 16:45:41,474 DEBUG   SenderThread:15620 [sender.py:send():379] send: header
2025-05-29 16:45:41,474 DEBUG   SenderThread:15620 [sender.py:send():379] send: run
2025-05-29 16:45:42,391 INFO    SenderThread:15620 [dir_watcher.py:__init__():211] watching files in: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files
2025-05-29 16:45:42,391 INFO    SenderThread:15620 [sender.py:_start_run_threads():1121] run started: 9w9ie7ax with start time 1748508341.472969
2025-05-29 16:45:42,396 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: check_version
2025-05-29 16:45:42,397 DEBUG   SenderThread:15620 [sender.py:send_request():406] send_request: check_version
2025-05-29 16:45:45,018 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: run_start
2025-05-29 16:45:45,043 DEBUG   HandlerThread:15620 [system_info.py:__init__():32] System info init
2025-05-29 16:45:45,043 DEBUG   HandlerThread:15620 [system_info.py:__init__():47] System info init done
2025-05-29 16:45:45,043 INFO    HandlerThread:15620 [system_monitor.py:start():181] Starting system monitor
2025-05-29 16:45:45,043 INFO    SystemMonitor:15620 [system_monitor.py:_start():145] Starting system asset monitoring threads
2025-05-29 16:45:45,046 INFO    HandlerThread:15620 [system_monitor.py:probe():201] Collecting system info
2025-05-29 16:45:45,046 INFO    SystemMonitor:15620 [interfaces.py:start():190] Started cpu monitoring
2025-05-29 16:45:45,050 INFO    SystemMonitor:15620 [interfaces.py:start():190] Started disk monitoring
2025-05-29 16:45:45,050 INFO    SystemMonitor:15620 [interfaces.py:start():190] Started gpu monitoring
2025-05-29 16:45:45,050 INFO    SystemMonitor:15620 [interfaces.py:start():190] Started memory monitoring
2025-05-29 16:45:45,057 INFO    SystemMonitor:15620 [interfaces.py:start():190] Started network monitoring
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [system_info.py:probe():196] Probing system
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [gitlib.py:_init_repo():53] git repository is invalid
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [system_info.py:probe():244] Probing system done
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.19', 'heartbeatAt': '2025-05-29T08:45:45.064002', 'startedAt': '2025-05-29T08:45:41.464430', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'D:\\github\\Opt\\main\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'host': 'DESKTOP-RVG428G', 'username': 'HanlinWang', 'executable': 'D:\\anaconda\\envs\\agent3\\python.exe', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2200.0, 'min': 0.0, 'max': 2200.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 0.0, 'max': 2200.0}], 'disk': {'/': {'total': 620.9248008728027, 'used': 527.6230888366699}}, 'gpu': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 31.74596405029297}}
2025-05-29 16:45:45,064 INFO    HandlerThread:15620 [system_monitor.py:probe():211] Finished collecting system info
2025-05-29 16:45:45,064 INFO    HandlerThread:15620 [system_monitor.py:probe():214] Publishing system info
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [system_info.py:_save_pip():68] Saving pip packages done
2025-05-29 16:45:45,064 DEBUG   HandlerThread:15620 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-05-29 16:45:45,422 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\conda-environment.yaml
2025-05-29 16:45:45,422 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\requirements.txt
2025-05-29 16:45:50,071 DEBUG   HandlerThread:15620 [system_info.py:_save_conda():87] Saving conda packages done
2025-05-29 16:45:50,075 INFO    HandlerThread:15620 [system_monitor.py:probe():216] Finished publishing system info
2025-05-29 16:45:50,075 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status_report
2025-05-29 16:45:50,079 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: keepalive
2025-05-29 16:45:50,079 DEBUG   SenderThread:15620 [sender.py:send():379] send: files
2025-05-29 16:45:50,080 INFO    SenderThread:15620 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2025-05-29 16:45:50,084 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: stop_status
2025-05-29 16:45:50,085 DEBUG   SenderThread:15620 [sender.py:send_request():406] send_request: stop_status
2025-05-29 16:45:50,086 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: internal_messages
2025-05-29 16:45:50,361 DEBUG   SenderThread:15620 [sender.py:send():379] send: telemetry
2025-05-29 16:45:50,471 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\conda-environment.yaml
2025-05-29 16:45:50,471 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\wandb-metadata.json
2025-05-29 16:45:50,471 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\output.log
2025-05-29 16:45:51,911 INFO    wandb-upload_0:15620 [upload_job.py:push():131] Uploaded file C:\Users\HANLIN~1\AppData\Local\Temp\tmpxx9hh_6jwandb\opp2wxt5-wandb-metadata.json
2025-05-29 16:45:52,217 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status_report
2025-05-29 16:45:52,486 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\output.log
2025-05-29 16:45:57,256 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status_report
2025-05-29 16:46:02,285 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status_report
2025-05-29 16:46:05,103 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: internal_messages
2025-05-29 16:46:05,103 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: stop_status
2025-05-29 16:46:05,103 DEBUG   SenderThread:15620 [sender.py:send_request():406] send_request: stop_status
2025-05-29 16:46:07,431 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status_report
2025-05-29 16:46:11,893 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: log_artifact
2025-05-29 16:46:11,893 DEBUG   SenderThread:15620 [sender.py:send_request():406] send_request: log_artifact
2025-05-29 16:46:12,641 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table\Iter_1\Epoch_5_TestPredictions_0_2b0d573c8087f6bc3290.table.json
2025-05-29 16:46:12,641 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media
2025-05-29 16:46:12,641 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table\Iter_1
2025-05-29 16:46:12,641 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table
2025-05-29 16:46:12,806 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: partial_history
2025-05-29 16:46:13,248 INFO    wandb-upload_0:15620 [upload_job.py:push():131] Uploaded file C:\Users\HANLIN~1\AppData\Local\Temp\tmpxx9hh_6jwandb\wqdya8gs-media/table/Iter_1/Epoch_5_TestPredictions_0_2b0d573c8087f6bc3290.table.json
2025-05-29 16:46:13,886 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: log_artifact
2025-05-29 16:46:13,901 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: partial_history
2025-05-29 16:46:14,398 INFO    wandb-upload_1:15620 [upload_job.py:push():89] Uploaded file C:\Users\HanlinWang\AppData\Local\wandb\wandb\artifacts\staging\tmpbf7uin5_
2025-05-29 16:46:14,658 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table\Iter_1\Epoch_10_TestPredictions_4_8317691264cba2c68989.table.json
2025-05-29 16:46:14,658 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table\Iter_1
2025-05-29 16:46:14,943 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: log_artifact
2025-05-29 16:46:14,951 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: partial_history
2025-05-29 16:46:15,121 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: partial_history
2025-05-29 16:46:15,466 INFO    SenderThread:15620 [sender.py:send_request_log_artifact():1441] logged artifact run-9w9ie7ax-Iter_1Epoch_5_TestPredictions - {'id': 'QXJ0aWZhY3Q6MTc3MTIwOTE0Ng==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjY0NTY4MzU5Ng==', 'latestArtifact': None}}
2025-05-29 16:46:15,469 DEBUG   HandlerThread:15620 [handler.py:handle_request():144] handle_request: status_report
2025-05-29 16:46:15,663 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_created():271] file/dir created: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table\Iter_1\Epoch_15_TestPredictions_9_fe67c18582307aab9b84.table.json
2025-05-29 16:46:15,663 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\media\table\Iter_1
2025-05-29 16:46:15,749 DEBUG   SenderThread:15620 [sender.py:send():379] send: files
2025-05-29 16:46:15,749 INFO    SenderThread:15620 [sender.py:_save_file():1375] saving file media\table\Iter_1/Epoch_5_TestPredictions_0_2b0d573c8087f6bc3290.table.json with policy now
2025-05-29 16:46:15,749 DEBUG   SenderThread:15620 [sender.py:send_request():406] send_request: log_artifact
2025-05-29 16:46:16,074 INFO    wandb-upload_0:15620 [upload_job.py:push():131] Uploaded file C:\Users\HANLIN~1\AppData\Local\Temp\tmpxx9hh_6jwandb\un671i23-media/table/Iter_1/Epoch_10_TestPredictions_4_8317691264cba2c68989.table.json
2025-05-29 16:46:16,673 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\config.yaml
2025-05-29 16:46:16,673 INFO    Thread-16 :15620 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\github\Opt\main\wandb\run-20250529_164541-9w9ie7ax\files\output.log
2025-05-29 16:46:16,737 INFO    wandb-upload_1:15620 [upload_job.py:push():131] Uploaded file C:\Users\HANLIN~1\AppData\Local\Temp\tmpxx9hh_6jwandb\8r50or7f-media/table/Iter_1/Epoch_15_TestPredictions_9_fe67c18582307aab9b84.table.json
